Watermarked=True,Gamma=0.25,Delta=2.0
Name,First Sentence,Biography,Detection,Evaluation
Mao Zedong,"Mao Zedong[a] (26 December 1893 – 9 September 1976) was a Chinese politician, Marxist theorist, military strategist, poet, and revolutionary who was the founder of the People's Republic of China (PRC).","Biography of Mao Zedong:
Mao Zedong[a] (26 December 1893 – 9 September 1976) was a Chinese politician, Marxist theorist, military strategist, poet, and revolutionary who was the founder of the People's Republic of China (PRC). He is also known as Chairman Mao Zedongs[b] and the Great Envoy.[c] The most prominent figure in communist politics during the 20th century, he led China from 1949 to his death. He is one of the two founding leaders of the PRC. He was awarded the Nobel Peace Prize in 1964 for his role in bringing about the end of the Cold War and the creation of the UN and the WTO. He received the title of Hero of the Soviet Union for his contribution to the development of the USSR, which became the largest and most powerful socialist state in the world by the time of his death.[2][3]

Early life

Mengzi, or Ma'an, was born in Xingtai, Zhejiang Province on 26 December 1893. He entered Peking University in 1911 and graduated in 1914 with a degree in philosophy. He worked as a lecturer at Peking Normal College and the Peking Medical University before being appointed to the Politburo of the Communist Party of China in 1920.[4] During World War I, he served in the Red Army as a lieutenant colonel in the 3rd Division of the Red Guards. He fought in the Russian front lines between 1915 and 1918. He returned to Peking to teach in 1920 and 1922. He moved to Shanghai in 1926 to work as a professor in Shanghai University. He retired from teaching after his wife died in 1932 and returned to Beijing where he worked as an adviser to Premier Zhou","{'prediction': True, 'confidence': 1.0, 'z_score': 13.858893641110697}","Mistakes:
1. The name ""Mao Zedong"" is misspelled as ""Mao Zedongs"" in the second sentence.
Correction: Mao Zedong

2. Mao Zedong is referred to as ""the Great Envoy,"" which is incorrect.
Correction: Mao Zedong is commonly referred to as Chairman Mao, not ""the Great Envoy.""

3. Mao Zedong was not awarded the Nobel Peace Prize in 1964.
Correction: The Nobel Peace Prize in 1964 was awarded to Martin Luther King Jr., not Mao Zedong.

4. Mao Zedong did not receive the title of Hero of the Soviet Union.
Correction: Mao Zedong was not awarded the title of Hero of the Soviet Union.

5. Mao Zedong was not one of the two founding leaders of the People's Republic of China (PRC). He was the sole founding leader.
Correction: Mao Zedong was the sole founding leader of the PRC.

6. Mao Zedong was not appointed to the Politburo of the Communist Party of China in 1920.
Correction: Mao Zedong was first appointed to the Politburo in 1927.

7. Mao Zedong did not serve in the Red Army during World War I.
Correction: Mao Zedong served in the Chinese Red Army during the Chinese Civil War, not World War I.

8. Mao Zedong did not fight in the Russian front lines between 1915 and 1918.
Correction: Mao Zedong did not fight on the Russian front lines during that period.

9. Mao Zedong did not retire from teaching in 1932 after his wife died.
Correction: Mao Zedong's wife, Yang Kaihui, was executed in 1930, but he continued his teaching and political activities after her death.

Total number of mistakes: 9."
Katherine Hepburn,"Katharine Houghton Hepburn (May 12, 1907 – June 29, 2003) was an American actress whose career as a Hollywood leading lady spanned six decades.","Biography of Katherine Hepburn:
Katharine Houghton Hepburn (May 12, 1907 – June 29, 2003) was an American actress whose career as a Hollywood leading lady spanned six decades. She is perhaps best known for her performance as the title character in the classic film The Sound of Music, which earned her a Golden Globe and a nomination for an Academy Award for Best Actress. She also received Oscar nominations for her supporting roles in A Streetcar Named Desire and Roman Holiday. She has won numerous awards for her work as a producer, including two Academy Awards for producing The Sound Of Music, and a Golden Globes Award for producing A StreetCar Named Desire. She was one of the first actresses to appear on television. She appeared in over 250 films and television shows during her career. She married the actor Robert Preston in 1941 and divorced him in 1953 after he died in 1955. She had five children with Preston. She lived until 2003, when she suffered a stroke and died at age 96. She received the Lifetime Achievement Award from the Academy of Motion Picture Arts and Sciences in 1999. She holds the record as being the youngest person ever to receive that award. She served on the boards of the Academy Museum of Motion Pictures and the Academy Foundation for many years. She worked as a board member of the Children's Hospital Los Angeles Foundation for several years.

Early life
Hepburn was born in Chicago, Illinois, where her mother, Edith Hepburn, was raised. Her father, John Hepburn was a journalist and a correspondent for Time magazine; his wife, Edna, was a dancer. She attended the Chicago School of Ballet, where she studied ballet for four","{'prediction': True, 'confidence': 1.0, 'z_score': 12.425371766983808}","Mistakes:

1. The sample biography states that Katherine Hepburn starred as the title character in the film ""The Sound of Music."" In reality, she did not appear in that film. The correct film title should be ""The Philadelphia Story.""

2. The biography states that Hepburn won two Academy Awards for producing ""The Sound of Music."" In reality, she did not produce that film. The correct films for which she won Academy Awards as a producer are ""Morning Glory"" and ""Guess Who's Coming to Dinner.""

3. The biography incorrectly states that she won a Golden Globes Award for producing ""A StreetCar Named Desire."" In reality, she did not produce that film, and therefore did not win a Golden Globe for it.

4. The biography states that she married actor Robert Preston in 1941 and had five children with him. In reality, Katherine Hepburn was never married to Robert Preston, and she did not have any children.

5. The biography states that she holds the record for being the youngest person ever to receive the Lifetime Achievement Award from the Academy of Motion Picture Arts and Sciences. In reality, there is no such record, and the youngest recipient of that award is Audrey Hepburn.

Total number of mistakes: 5"
Audrey Hepburn,Audrey Kathleen Hepburn (née Ruston; 4 May 1929 – 20 January 1993) was a British[a] actress.,"Biography of Audrey Hepburn:
Audrey Kathleen Hepburn (née Ruston; 4 May 1929 – 20 January 1993) was a British[a] actress. She appeared in over 50 films and television programmes between 1946 and 1989, winning the Academy Award for Best Actress twice, for her performances in Breakfast at Tiffany's (1955), and Roman Holiday (1967). She has been described as ""the most iconic Hollywood star ever"". Her work was praised by critics, who called her ""one of the great actresses of the twentieth century"", and by fans who called themselves ""Hepburnians"" (""The Hepburnians""). She is also regarded as one of the greatest actors in cinema history.[2][3]
Her film career spanned the 1950s to the 1980s, with more than 50 films in total and numerous TV appearances. She won an Oscar for her performance as a woman forced into prostitution in Roman Holiday. She has also received nominations for several other Academy Awards and Golden Globe Awards for her acting.[4]
She died on 20 January1993 from cancer at the age of 63,[5] and was cremated. The ashes were scattered over the English Channel.[6]
Contents show]

Early life

Audie was born in London in 1929 to American-born parents, Edith (né O'Leary)[7][8] and Edward Ruston. She attended the Royal Academy of Dramatic Art, where she studied under the tutelage of the theatre critic Bernard Shaw. She worked as a dancer at the Savoy Ballroom in London.[9]
In 1949 she married the French actor Jean Ren","{'prediction': True, 'confidence': 1.0, 'z_score': 11.309650022557486}","Mistakes in the sample biography of Audrey Hepburn:

1. Audrey Hepburn was not British, she was actually born in Brussels, Belgium.
2. She did not win the Academy Award for Best Actress twice, but she did win it once for her performance in Roman Holiday and received nominations for several other awards.
3. There is no record of her being described as ""the most iconic Hollywood star ever.""
4. She was not praised as ""one of the great actresses of the twentieth century"" but rather as a talented and versatile actress.
5. Her film career spanned from the 1950s to the 1980s, not beginning in 1946.
6. Audrey Hepburn did not die from cancer, she actually died from appendiceal cancer.
7. She was not cremated and had her ashes scattered over the English Channel, instead she was buried in Tolochenaz Cemetery in Switzerland.

Total number of mistakes: 7"
David Beckham,"David Robert Joseph Beckham OBE (/ˈbɛkəm/ BEK-əm;[5] born 2 May 1975) is an English former professional footballer, the current president and co-owner of Inter Miami and co-owner of Salford City.","Biography of David Beckham:
David Robert Joseph Beckham OBE (/ˈbɛkəm/ BEK-əm;[5] born 2 May 1975) is an English former professional footballer, the current president and co-owner of Inter Miami and co-owner of Salford City. He is also the captain of the England national football team and a member of the English royal family.[6] Beckham has won numerous individual awards for his contribution to football as a player or manager. He was awarded the FIFA World Player of the Year in 1999,[7][8] and the UEFA Player of Europe in 1999.[9] Beckham is also one of the richest soccer players in the world with a net worth estimated at $500 million, making him one of only six athletes in history who are worth more than $100 million dollars.[10]

Early life

Beckham was born on May 2, 1975, in East London, England, to British parents, Victoria (née Taylor) and David Beckham (1946–2007),[11] and attended the St. John's School in East Ham, where he played soccer. He moved to Los Angeles at age 15 after his father's move there in 1979.[12] While still a student at UCLA, he met American model Cindy Crawford at a nightclub in West Hollywood, California. The two were married in 1991.[13][14] Beckham later revealed that they had been dating for four months before their marriage. The couple had twins, Romeo and Cruz, in 1997.[15] Beckham and Crawford split in 1999 after nine years together.[16]
The following year, Beckham signed with Manchester United. He made his debut against Tottenham Hotspur, coming off the bench to score in a 5–1 win.[17]","{'prediction': True, 'confidence': 1.0, 'z_score': 12.22559615990981}","Mistakes:
1. David Beckham is not the current president and co-owner of Inter Miami and co-owner of Salford City.
True statement: David Beckham is the co-owner of Inter Miami and co-owner of Salford City.
2. David Beckham is not the captain of the England national football team and a member of the English royal family.
True statement: David Beckham was the former captain of the England national football team.
3. David Beckham was not awarded the UEFA Player of Europe in 1999.
True statement: David Beckham was awarded the UEFA Club Footballer of the Year in 1999. 
4. David Beckham's father is not named David Beckham (1946-2007). 
True statement: David Beckham's father is Ted Beckham.
5. David Beckham did not move to Los Angeles at age 15.
True statement: David Beckham moved to Manchester at age 14 to join Manchester United's youth academy.
6. David Beckham did not marry American model Cindy Crawford in 1991.
True statement: David Beckham married Victoria Beckham (née Adams) in 1999.
7. David Beckham did not have twins named Romeo and Cruz in 1997.
True statement: David Beckham and Victoria Beckham have three sons: Brooklyn, Romeo, and Cruz.
8. David Beckham did not debut against Tottenham Hotspur and score in a 5-1 win.
True statement: David Beckham made his debut against Port Vale, and Manchester United won 2-0.

Total number of mistakes: 8"
Tiger Woods,"Eldrick Tont ""Tiger"" Woods (born December 30, 1975) is an American professional golfer.","Biography of Tiger Woods:
Eldrick Tont ""Tiger"" Woods (born December 30, 1975) is an American professional golfer. He is one of the most successful golfers in history. He has won 14 major championships and earned a total of $207 million in prize money, which ranks him No. 2 on the all-time list behind Jack Nicklaus. He was inducted into the PGA Tour Hall of Fame in 2010. He lives in Jupiter, Florida with his wife Elin Nordegren, their two children, Sam and Charlie, and their dogs, Doberman Pinscher and German Shepherd. He made his professional debut at the age of 16 in 1991, winning the 1996 U.S. Amateur Championship. He won his first major title the next year when he won the 1997 Masters Tournament, becoming the youngest player ever to win a major championship at the time. He also won the 2000 U. S. Open Championship and the 2002 U. P. G. A. Championship. The following year he won again by three shots over Mark Calcavecchia in the 2002 Masters Tournament. He tied for third place at the 2003 U. N. Open. He missed the cut at the 2004 U.N. Open and the 2005 PGA Championship. In 2007 he won his third Masters Tournament after tying for third the previous year. He finished runner-up at the 2008 PGA and the 2009 Masters. He returned to form in 2010 with victories at the 2011 PGA, 2011 U.K. Open, 2011 British Open, and 2012 Masters. In 2014 he won The Open Championship","{'prediction': True, 'confidence': 1.0, 'z_score': 10.996601862632497}","Mistake 1: His wife's name is incorrect. It should be Elin Nordegren.
True statement: Tiger Woods' wife is Elin Nordegren.

Mistake 2: The total prize money earned by Tiger Woods is incorrect. It should be $120 million, not $207 million.
True statement: Tiger Woods has earned a total of $120 million in prize money.

Mistake 3: Tiger Woods has not been inducted into the PGA Tour Hall of Fame.
True statement: Tiger Woods has not been inducted into the PGA Tour Hall of Fame.

Mistake 4: Tiger Woods did not win the 2002 U.P.G.A. Championship.
True statement: Tiger Woods did not win the 2002 U.P.G.A. Championship.

Mistake 5: Tiger Woods did not win the 2007 Masters Tournament, nor did he tie for third the previous year.
True statement: Tiger Woods did not win the 2007 Masters Tournament and did not tie for third place the previous year.

Mistake 6: Tiger Woods did not win the 2011 PGA, 2011 U.K. Open, 2011 British Open, and 2012 Masters.
True statement: Tiger Woods did not win the 2011 PGA, 2011 U.K. Open, 2011 British Open, and 2012 Masters.

Mistake 7: The last sentence stating that Tiger Woods won The Open Championship in 2014 is incorrect.
True statement: Tiger Woods did not win The Open Championship in 2014.

Total number of mistakes: 7"
Usain Bolt,Usain St.,"Biography of Usain Bolt:
Usain St. Leger is one of the fastest men to ever compete in track and field. He is also one of only two men to win Olympic Gold medals in both 100m and 200m, along with being a five-time World Champion. He has won eight consecutive golds at the Olympics from 2008–2016. He retired from athletics in 2017 after his third consecutive gold medal at the 2017 world championships. He was born on August 9th, 1991 in Kingston, Jamaica. He made his international debut in 2010 when he won the 100m at the 2011 Pan American Games. He competed in his first world championship in 2012 where he won silver behind Michael Johnson of Jamaica. The next year he won gold again by winning the 100 m event. He then won the 200 m event at the 2013 World Championships in Athletics. He won the title again in 2015 with a time of 9.77 seconds. He returned to the podium in 2016 when he took home the 100 meter gold. He missed out on an Olympic medal by a tenth of a second in Rio. He decided to retire in 2017 to focus on his health and training for his third Olympic Games.
Source: https://en.wikipedia.org/wiki/Usain_St._Leger

Usaine St. Laurent (born May 25, 1979) is a Canadian sprinter who won Olympic Gold in the 100 metres at the 2000 Summer Olympics in Sydney, Australia. He ran the fastest time in history at that point, 10.02","{'prediction': True, 'confidence': 1.0, 'z_score': 13.782921224128257}","Mistakes in the sample biography of Usain Bolt:
1. The name ""Usain St. Leger"" is incorrect. The correct name is Usain Bolt.
2. The statement that he is one of only two men to win Olympic Gold medals in both 100m and 200m is incorrect. Usain Bolt is the only man to achieve this feat.
3. The statement that he won eight consecutive golds at the Olympics from 2008–2016 is incorrect. Usain Bolt won a total of three gold medals in the 100m and 200m events at the 2008, 2012, and 2016 Olympics.
4. The statement that he retired from athletics in 2017 after his third consecutive gold medal at the 2017 world championships is incorrect. Usain Bolt retired from athletics in 2017 after the 2017 world championships, but he did not win a gold medal at that event.
5. The birthdate of August 9th, 1991 is incorrect. Usain Bolt was actually born on August 21st, 1986.
6. The statement that he made his international debut in 2010 when he won the 100m at the 2011 Pan American Games is incorrect. Usain Bolt made his international debut in 2002.
7. The statement that he won silver behind Michael Johnson of Jamaica at the 2012 world championship is incorrect. Usain Bolt won gold in the 100m event at the 2012 world championship.
8. The statement that he won the 200m event at the 2013 World Championships in Athletics is incorrect. Usain Bolt won the gold medal in the 100m, 200m, and 4x100m relay events at the 2013 World Championships.
9. The statement that he won the title again in 2015 with a time of 9.77 seconds is incorrect. Usain Bolt won the gold medal in the 100m event at the 2015 World Championships with a time of 9.79 seconds.
10. The statement that he returned to the podium in 2016 and took home the 100m gold is incorrect. Usain Bolt won gold in both the 100m and 200m events at the 2016 Olympics.
11. There is no mistake in the statement about missing an Olympic medal by a tenth of a second in Rio.
12. The statement that he retired in 2017 to focus on his health and training for his third Olympic Games is incorrect. Usain Bolt retired in 2017, but he had already competed in three Olympic Games prior to that.

Total number of mistakes: 11"
Carl Lewis,"Frederick Carlton Lewis OLY (born July 1, 1961) is an American former track and field athlete who won nine Olympic gold medals, one Olympic silver medal, and 10 World Championships medals, including eight gold.","Biography of Carl Lewis:
Frederick Carlton Lewis OLY (born July 1, 1961) is an American former track and field athlete who won nine Olympic gold medals, one Olympic silver medal, and 10 World Championships medals, including eight gold. He is also the first person to win Olympic Gold in five different sports at three separate Games. He retired from athletics in 1997 after his third consecutive gold-medal performance at the 1996 Summer Olympics in Atlanta. He was inducted into the International Olympic Committee Hall of Fame in 1999. He lives in Los Angeles with his wife, actress Tanya Roberts.

Early life
Lewis grew up on a farm in Westfield, New Jersey, where he developed his love of running. He ran cross country and track in high school, winning the state championship both years. He received a full athletic scholarship to attend the University of Virginia. He competed as a sprinter for the Cavaliers and earned All-ACC honors twice. He graduated in 1979 with a degree in business administration. He worked as a business analyst for IBM in New York City for several years.
Lewis married his wife Lisa in 1982. The couple had two children, Michael and Sarah. He returned to school, earning an MBA from the Wharton School of the University. He moved back to New Jersey in 1988 to work as a vice president at General Motors. He left GM in 1991 and began working for IBM, where his wife became his boss. He held various positions there until 1998. He then moved to Los Angeles, where they bought a house and began raising their family. He coached track and cross country at his son's private school, where Lewis coached the school's cross country team and served as head coach of the school�","{'prediction': True, 'confidence': 1.0, 'z_score': 13.072752125605984}","Mistakes in the sample biography:

1. His full name is incorrectly listed as Frederick Carlton Lewis OLY. The correct full name is Frederick Carlton ""Carl"" Lewis.
2. It is stated that Carl Lewis won nine Olympic gold medals, but he actually won a total of 10 Olympic medals (9 gold, 1 silver).
3. The biography claims that Carl Lewis won Olympic Gold in five different sports at three separate Games, which is incorrect. He won his medals in track and field events, primarily in sprints, long jump, and relays.
4. It is mentioned that Carl Lewis retired in 1997, but he actually retired in 1997 after his third consecutive gold-medal performance at the 1996 Summer Olympics in Atlanta.
5. The biography states that Carl Lewis lives in Los Angeles with his wife, actress Tanya Roberts. However, as of her death in January 2021, Tanya Roberts was no longer married to Carl Lewis.
6. It is stated that Carl Lewis grew up on a farm in Westfield, New Jersey. There is no factual information to support this claim.
7. It is said that Carl Lewis ran cross country in high school and won the state championship both years. There is no factual information to support this claim.
8. The biography claims that Carl Lewis received a full athletic scholarship to attend the University of Virginia. There is no factual information to support this claim.
9. It is mentioned that Carl Lewis earned an MBA from the Wharton School of the University. There is no factual information to support this claim.
10. It is stated that Lewis moved back to New Jersey in 1988 to work as a vice president at General Motors. There is no factual information to support this claim.
11. The biography claims that Lewis coached track and cross country at his son's private school. There is no factual information to support this claim.

Total number of mistakes: 11"
Prince Charles,Charles III (Charles Philip Arthur George; born 14 November 1948) is King of the United Kingdom and the 14 other Commonwealth realms.,"Biography of Prince Charles:
Charles III (Charles Philip Arthur George; born 14 November 1948) is King of the United Kingdom and the 14 other Commonwealth realms. He is also the Prince of Wales, Duke of Cornwall, Earl of St. Andrews, Baron Kilkeel and Baron Kilkerran. He was born in Windsor Castle, Berkshire on 14 November 1947. He married his wife Camilla Parker Bowles, a former model, on 19 October 1966, at St. James's Palace, London. The couple had five children together – two sons and three daughters. The Queen has made her husband the Prince Regent of the UK and the Prince consort of the Commonwealth realms for life. He inherited the title Prince of the Realm in 1999 after his father's death. He received the title King of England in 1953 when he succeeded to the throne following the death of his mother, Queen Elizabeth II. He became Prince of Greece and Denmark in 1989, King of Spain in 1991, King and Queen of Norway in 1997, King, Queen and Duke of Edinburgh of the Netherlands from 2012 to 2015, King Victor Emmanuel II of Italy since 2017, King Abdullah II of Jordan since 2019, King Muhsin bin Abdullah of Jordan in 2021, King Abdulla II of Morocco in 2023, King Hassan II of the Kingdom of Morocco since 2022 and King Mohammad VI of Morocco from 2025. He abdicated the throne in 2015 following the murder of his father and the death or resignation of his brother, King Hussein. He returned to the role of Prince of Europe in 2016 after his son, Prince Harry, became the first member of the British royal family to","{'prediction': True, 'confidence': 1.0, 'z_score': 12.674485010489558}","Mistakes in the sample biography:

1. Incorrect birthdate: Prince Charles was born on 14 November 1948, not 14 November 1947.
2. Incorrect marriage date: Prince Charles married Camilla Parker Bowles on 9 April 2005, not 19 October 1966.
3. Incorrect number of children: Prince Charles has two sons, Prince William and Prince Harry, not five children.
4. Incorrect titles: Prince Charles is not the Prince Regent of the UK or the Prince consort of the Commonwealth realms. He is the Prince of Wales, Duke of Cornwall, Earl of Chester, and other titles held by members of the British royal family.
5. Incorrect inheritance of titles: Prince Charles did not inherit the title of Prince of the Realm in 1999 after his father's death.
6. Incorrect succession to the throne: Prince Charles did not become King of England in 1953 following the death of Queen Elizabeth II. He is currently the Prince of Wales, next in line to the throne.
7. Incorrect titles acquired: Prince Charles did not become Prince of Greece and Denmark, King of Spain, King and Queen of Norway, King, Queen and Duke of Edinburgh of the Netherlands, King Victor Emmanuel II of Italy, King Abdullah II of Jordan, King Muhsin bin Abdullah of Jordan, King Abdulla II of Morocco, or King Hassan II of the Kingdom of Morocco. These are all incorrect statements.
8. Incorrect abdication: Prince Charles did not abdicate the throne in 2015 following the murder of his father or the death/resignation of his brother.

Total number of mistakes: 8"
Jacqueline Kennedy Onassis,"Jacqueline ""Jackie"" Lee Kennedy Onassis (née Bouvier /ˈbuːvieɪ/; July 28, 1929 – May 19, 1994) was an American socialite, writer, photographer, and book editor who served as the first lady of the United States from 1961 to 1963, as the wife of President John F.","Biography of Jacqueline Kennedy Onassis:
Jacqueline ""Jackie"" Lee Kennedy Onassis (née Bouvier /ˈbuːvieɪ/; July 28, 1929 – May 19, 1994) was an American socialite, writer, photographer, and book editor who served as the first lady of the United States from 1961 to 1963, as the wife of President John F. Kennedy, and as a friend and adviser to several other US first ladies, including Jacqueline Bouvier Nixon, Eleanor Roosevelt, Betty Ford, Nancy Reagan, Geraldine Ferraro, Hillary Clinton, Laura Bush, and Nancy Reagan. She is also the namesake of the Jackie Kennedy Onyx Collection.
Onassis was born in New York City on July 28th 1929, the youngest daughter of the French-born aristocrat and banker Henri de Bouvier and the English socialite Caroline Bouvier. She attended the exclusive St. John's School for Girls in Manhattan. She went to Harvard College where she studied art history. She worked as a journalist and wrote for magazines such as Harper's Bazaar, Vogue, and Ladies' Home Journal. She married the French diplomat Jean Paul Onassis at age nineteen and moved to Paris, where they had two children. The couple separated in 1960. She divorced him in 1964 and married the British businessman John F., Jr. The marriage ended in divorce after he died in 1972. She then married the US diplomat Aristotle Onassis in 1975. The Onassis family lived in Paris, London, New York, and the Hamptons. She served as a close adviser to Eleanor Roosevelt. She was one of the first women to attend the White House Correspondents' Association Dinner in 1953. She hosted the first ever fashion show in Paris for Christian Dior in 1955. She appeared at the inaugural ball of President Dwight Eisenhower in 1958. She became the first first lady","{'prediction': True, 'confidence': 1.0, 'z_score': 11.875003444474563}","Mistakes in the sample biography:

1. Jacqueline Bouvier Nixon is not a US first lady. The correct name is Pat Nixon.
2. Geraldine Ferraro was never a US first lady. She was the first female vice-presidential candidate for a major political party in the US.
3. There is no Jackie Kennedy Onyx Collection named after Jacqueline Kennedy Onassis.
4. Caroline Bouvier was Jacqueline Kennedy Onassis' mother's maiden name, not her name.
5. Jacqueline Kennedy Onassis did not attend Harvard College. She attended Vassar College and then transferred to George Washington University.
6. Jean Paul Onassis was not a French diplomat. He was a stockbroker and investment banker. 
7. Jacqueline Kennedy Onassis did not marry John F. Jr. Her second husband was Aristotle Onassis, a Greek shipping magnate.
8. Jacqueline Kennedy Onassis did not serve as a close adviser to Eleanor Roosevelt. She did, however, idolize Eleanor Roosevelt and reached out to her for advice during her time as First Lady.
9. Jacqueline Kennedy Onassis did not host the first-ever fashion show in Paris for Christian Dior. Dior was a prominent fashion designer, but the claim is false.
10. Jacqueline Kennedy Onassis did not appear at the inaugural ball of President Dwight Eisenhower in 1958. She attended the inauguration events of President John F. Kennedy in 1961.

Total number of mistakes: 10"
Joe Biden,Joseph Robinette Biden Jr.,"Biography of Joe Biden:
Joseph Robinette Biden Jr. was born on May 19, 1942 in Wilmington, Delaware to Joseph Robinette and Marian (Nelson) Biden. He is the son of the late Senator Joseph Biden and his wife Margaret ""Ginny"" (Hoover) Biden who died in 1972. He attended the University of Delaware where he graduated with a BA in 1964 and a law degree from the Yale Law School in 1968. He worked as a law clerk for U.S. District Judge Frank Easterbrook for four years. He then moved to Washington D.C. as a legal assistant to U. S. Senator John F. Kerry from 1973 to 1975. He returned to Delaware to practice law until 1978 when he moved to New Castle County, Delaware. He practiced law there until 1987 when he became the first African American elected Attorney General of Delaware. In 1988 he won the Democratic nomination for Vice President of the United States and served under the administration of President George H.W. Bush. He ran again against Vice President Al Gore in 1992, winning the election by a narrow margin of less than one point. He resigned from the Senate in 1997 to run for president of the Senate. He lost that race, but won the 2000 Democratic Primary. He was defeated in the general election by Republican George W. Bush, but became the 46th Vice President after his father's death. He retired from the US Senate in January 2005. He has been married to Jill Caron since 1977. They have three daughters, Ashley, Ashley","{'prediction': True, 'confidence': 1.0, 'z_score': 11.636224018198918}","Mistakes in the sample biography:

1. Mistake: Joe Biden's father's name is Joseph Robinette Biden Sr., not Joseph Robinette.
   Correction: Joseph Robinette Biden Jr.'s father's name is Joseph Robinette Biden Sr.

2. Mistake: Joe Biden's mother's name is Jean Finnegan Biden, not Marion (Nelson) Biden.
   Correction: Joe Biden's mother's name is Jean Finnegan Biden.

3. Mistake: Joe Biden's wife's name is Jill Tracy Jacobs Biden, not Jill Caron.
   Correction: Joe Biden's wife's name is Jill Tracy Jacobs Biden.

4. Mistake: Joe Biden became the 47th Vice President, not the 46th Vice President.
   Correction: Joe Biden became the 47th Vice President of the United States.

5. Mistake: Joe Biden did not serve under the administration of President George H.W. Bush.
   Correction: Joe Biden served under the administration of President Barack Obama.

6. Mistake: Joe Biden's daughters are named Ashley and Natalie, not Ashley and Ashley.
   Correction: Joe Biden has two daughters named Ashley and Natalie.

Total number of mistakes: 6"
Kim Kardashian,"Kimberly Noel Kardashian (born October 21, 1980) is an American media personality, socialite, and businesswoman.","Biography of Kim Kardashian:
Kimberly Noel Kardashian (born October 21, 1980) is an American media personality, socialite, and businesswoman. She has become famous for being a television personality and reality show star who has made her name in the entertainment industry. She is also the youngest daughter of the late Robert Kardashian, Sr., who died in 1997 at age 41, and the late Rob Kardashian, Jr., who was murdered by his father's ex-girlfriend Kris Jenner on May 19, 2011. She now lives with her mother, Kris Jenner, and brother, Saint West, in Los Angeles, California. She appeared as a guest judge during the first season of the E! reality show Keeping Up with the Kardashians. She later joined the cast of the show in its seventh season. She also appears in various films and television shows, including Keeping Up With the Kardashains, The Last Song, and Paris Is Burning. She married Kanye West in 2014. She filed for divorce from him in February 2018. She and West are now co-parents to their four children—North West, Saint, Chicago, and Psalm West. She currently resides in Calabasas, California with her three children. She was featured in the 2019 film The Last Black Man in San Francisco and the 2019 music video for ""No More Parties in LA"". Her most recent appearance was as a judge during season 11 of the game show Who Wants to Be a Millionaire?
Source: https://en.wikipedia.org/wiki/Kimberley_Noel_Kardashian","{'prediction': True, 'confidence': 1.0, 'z_score': 10.376456350555538}","Mistakes in the sample biography:

1. The name ""Kimberly Noel Kardashian"" is misspelled as ""Kimberley Noel Kardashian.""
Correction: The correct name is ""Kimberly Noel Kardashian.""

2. Kim Kardashian's father, Robert Kardashian, Sr., is mentioned as late even though he is alive as of now (2021).
Correction: Robert Kardashian, Sr. is alive.

3. Kim Kardashian's brother, Rob Kardashian, Jr., is mentioned as being murdered by his father's ex-girlfriend, Kris Jenner. This information is false.
Correction: Rob Kardashian, Jr. is alive.

4. Kim Kardashian does not have a brother named Saint West.
Correction: Kim Kardashian has a brother named Robert Kardashian, Jr., who is commonly known as Rob Kardashian.

5. The information about Kim Kardashian's marriage to Kanye West is outdated. It states they got married in 2014, but they actually got married in 2014.
Correction: Kim Kardashian filed for divorce from Kanye West in February 2021.

6. Kim Kardashian's mother's name is misspelled as ""Kris Jenner.""
Correction: The correct name is Kris Jenner.

7. Kim Kardashian's mother, Kris Jenner, is mentioned as her ex-girlfriend, which is false.
Correction: Kris Jenner is Kim Kardashian's mother.

8. Kim Kardashian's residence is stated as Calabasas, California, with her three children, but she actually has four children.
Correction: Kim Kardashian resides in Los Angeles, California, with her four children.

9. Kim Kardashian's appearances in the films ""The Last Song"" and ""Paris Is Burning"" are falsely attributed.
Correction: Kim Kardashian did not appear in ""The Last Song"" and ""Paris Is Burning.""

Total number of mistakes: 9"
